facility_name,address,unique_lga,state,latitude,longitude,emergency_transport,ratings
Farm settlement Primary Health Centre,"Ndokwa West, Delta",delta_ndokwa_west, Delta,5.94952046871185,6.3350236415863,False,1
Kura Surgry and Matarnity,"A2, Wudil, Kano",kano_kura, Kano,11.7713838815689,8.42038750648499,False,2
Dukawa basic health clinic,"Wudil, Kano",kano_kura, Kano,11.77531517,8.58758124,False,1
Kura General Hospital,"A2, Wudil, Kano",kano_kura, Kano,11.7780464887619,8.42416942119598,False,4
PHC DUKUN,"Dobogi, Niger",niger_mokwa, Niger,9.15549516677856,5.17148673534393,False,3
U/gyartai health post,"Wudil, Kano",kano_kunchi, Kano,12.44055564,8.16738633,False,3
DZOWU HEALTH POST,"Dobogi, Niger",niger_lavun, Niger,8.89524166666667,5.91713833333333,False,4
Tabbani Dispensary,"Wudil, Kano",kano_kunchi, Kano,12.41476025,8.33010303,False,4
Ridawa Health Post,"Wudil, Kano",kano_kunchi, Kano,12.45559994,8.34654866,False,4
C H C BWAJA,"A4, Ukum, Benue",benue_katsina_ala, Benue,7.46725380420685,9.56911325454712,True,2
Pry Health Centr,"Mimitlu, Borno",borno_kwaya_kusar, Borno,10.56030294,11.94148356,True,2
Primary Health Centre,"Itu, Akwa Ibom",akwa_ibom_itu, Akwa Ibom,5.11858073,7.97155293,False,1
Falle Health Post,"Sabua, Katsina",kano_kunchi, Katsina,12.58439055,8.27130762,False,3
Dumbule Health Post,"Wudil, Kano",kano_kunchi, Kano,12.5056236,8.2453178,True,2
Bumai health post,"Wudil, Kano",kano_kunchi, Kano,12.51344932,8.19158426,False,1
Health post,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.1958951,10.61883762,False,1
ELE  OJO  CLINIC  2,"Ofu, Kogi",kogi_ofu, Kogi,7.42047607898712,6.71963095664978,True,1
PHC Ungwan Paiche,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,9.31063577,7.88000453,False,1
Model Health Centre,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.22763167,10.63233757,False,3
Mayowa Hosiptal,"Odunfa Street, Lagos, Lagos",lagos_lagos_island, Lagos,6.45482175,3.39406773,True,2
Winnies Hospital,"Ndiakwaeke Road, Okigwe, Imo",imo_okigwe, Imo,5.82089781761169,7.34634518623352,True,4
PHC Elekokan,"O605, Iwajowa, Oyo",oyo_iwajowa, Oyo,7.8394464478258,3.22357105136058,True,4
National primary healthcare dev. Agency,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.34768563,10.4969364,False,4
Gidan mallam Health Post,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.28067406,10.5927818,False,2
Health post,"Dobogi, Niger",niger_mariga, Niger,10.2727383333333,6.02905166666667,False,3
PHC Kwahas,"Bakko, Plateau",plateau_mangu, Plateau,9.42369248,9.22691203,False,3
Bissola Pri Health Care,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,6.99613868,10.44234307,False,2
LUCY HOSPITAL,"Sarumi Lane, Ilesha West, Osun",osun_ilesha_west, Osun,7.65184507,4.74851238,True,1
Health clinic,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.28383424,10.68979971,False,2
Health Clinic,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.14627965,10.67227445,False,3
PHC. Center,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.01634442,10.83677305,False,4
Ukpakiri Health Post,"Oboma Ngwa, Abia",abia_obi_ngwa, Abia,5.11334717273712,7.43218660354614,True,2
Gatari Health Clinic,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.0931002,10.40046384,False,3
Health post,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.33708216,10.58730498,False,4
Danmaliki heath post,"Wudil, Kano",kano_kumbotso, Kano,11.92775992,8.51300435,True,3
Ikeji Maternity,"Ikere-Ogotun-Ipetu Ijesha Road, Oriade, Osun",osun_oriade, Osun,7.48548438,4.92455314,True,3
olurunda ilase health post,"Osogbo-Ilesha Road, Obokun, Osun",osun_obokun, Osun,7.73110806941986,4.67564821243286,False,1
jaoji health post,"Kano, Kano",kano_kumbotso, Kano,11.9584089517593,8.5256427526474,True,4
Gurun gawa Health post,"Wudil, Kano",kano_kumbotso, Kano,11.93643248,8.52346238,False,4
College clinic,"Zaria Road, Kano, Kano",kano_kumbotso, Kano,11.92105201,8.5530429,True,2
General Hospital Ndiebor,"Ohaukwu, Ebonyi",ebonyi_ebonyi, Ebonyi,6.4814293384552,8.08564782142639,True,2
SHEKA PHC,"Waziri Road, Kano, Kano",kano_kumbotso, Kano,11.96186,8.534421,False,4
PHC UASTOR TOMANYIIN CLINIC,"Bukuru, Benue",benue_buruku, Benue,7.51367741,9.11130157,False,4
Dogoshi Health Clinic,"Mimitlu, Borno",borno_kukawa, Borno,12.86215008,13.67453573,False,4
jar dawa dispensary,"Kwiambana, Zamfara",zamfara_birnin_magaji, Zamfara,12.4987238645554,6.79687321186066,False,1
Bundur Dispensary,"Mimitlu, Borno",borno_kukawa, Borno,12.89492714,13.6930636,False,3
Health clinic Birnya,"Sabua, Katsina",katsina_kurfi, Katsina,12.63455291,7.38847437,False,1
TAI TAI HEALTH CLINIC,"Rano-Rurum-Tudun Wada Road, Wudil, Kano",kano_rano, Kano,11.50157299,8.57503899,False,2
BAGA PHC,"Mimitlu, Borno",borno_kukawa, Borno,13.09464621,13.82157259,False,1
Health center,"Mimitlu, Borno",borno_kukawa, Borno,12.86178502,13.85100152,False,4
Ali Sheriffti Health Dispensary,"Mimitlu, Borno",borno_kukawa, Borno,12.86065676,13.85698913,False,1
Kangarwa Health Clinic,"Mimitlu, Borno",borno_kukawa, Borno,13.30871998,13.50261427,False,3
Makosa Dispensary,"Kwiambana, Zamfara",zamfara_zurmi, Zamfara,12.9171516666667,6.71182166666667,False,3
ISANLU COMMUNITY HEALTH CENTER,"Yagba East, Kogi",kogi_yagba_east, Kogi,8.2827427,5.8083285,False,3
Siza memorial health center and maternity,"Dobogi, Niger",niger_tafa, Niger,9.31936204433441,7.34604477882385,True,4
Yoyo Health Clinic,"Mimitlu, Borno",borno_kukawa, Borno,12.71390749,13.63896461,False,1
"Basic Health Center, Yashikira","Baruten, Kwara",kwara_baruten, Kwara,9.75591833333333,3.390455,False,3
DORO BAGA PHC,"Mimitlu, Borno",borno_kukawa, Borno,13.11645347,13.86090363,False,3
Danmakama,"Kunya-Baba, Jigawa",jigawa_sule_tankarkar, Jigawa,12.789711356163,9.19907569885254,False,3
amai phc,"Ukwuani, Delta",delta_ukwuani, Delta,5.75439512729645,6.21143281459808,False,1
MCH BAGA,"Mimitlu, Borno",borno_kukawa, Borno,13.09451507,13.82110949,False,3
KUROS KAUWA FAMILY SUPPORT CLINIC,"Mimitlu, Borno",borno_kukawa, Borno,12.94938701,13.67467465,False,1
Healt post,"Kaiama, Kwara",kwara_kaiama, Kwara,9.64335628,4.00272426,True,2
Jerab Hospitals,"Kuje, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.87983918190002,7.23658382892609,True,3
Mdg jenuwa kogi health post,"Mallan-Kagwa, Taraba",taraba_ussa, Taraba,7.08396077156067,9.83725368976593,False,3
Primary Health Center,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.89849126338959,7.17895925045013,True,4
Health post,"Pizhi-Kagara-Kotangora Road, Dobogi, Niger",niger_mashegu, Niger,10.1186388731003,5.39689421653748,False,2
Kuje Primary Health Centre,"Kuje, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.88439893722534,7.23074197769165,True,2
Umuzike Health Center,"Orlu, Imo",imo_orlu, Imo,5.7620769739151,7.05483734607697,False,1
Kulo Phc,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.49120855331421,7.05029368400574,False,3
Tashara Primary Health Care,"Udeni-Magaji, Nassarawa",fct_kuje, Nassarawa,8.4285843372345,7.17051029205322,False,3
PHC Clinic Pandogari,"A 125, Dobogi, Niger",niger_rafi, Niger,10.4123246669769,6.3986724615097,True,1
Robochi Primary Health Care Clinic,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.5419237613678,7.02185153961182,False,3
Mother of Christ specialist hospital,"Market Road, Enugu, Enugu",enugu_enugu_north, Enugu,6.43436193466187,7.48941957950592,True,3
Allison Hospitals,"Kuje, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.88563811779022,7.21539974212646,True,1
Summerhill Hospital,"Uzoegwu Street, Oyi, Anambra",anambra_idemili_north, Anambra,6.14164127,6.83836087,False,2
Chinyere Clinic and Maternity,"Onumonu Street, Owerri Municipal, Imo",imo_owerri_municipal, Imo,5.48991640788608,7.03500795818285,True,1
Huni Gade Primary Health Care,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.48956704139709,7.24255979061127,True,1
Phc Chukuku,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.92147243022919,7.11824476718903,True,4
Dafara Phc,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.85327994823456,7.28038966655731,False,3
Garin jamaa maternity,"Sara, Bauchi",bauchi_toro, Bauchi,10.1514583826065,9.43299651145935,False,2
Gawube Comprehensive Health Care Centre,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.82092714309692,7.34000980854034,True,2
Misau town maternity,"Misau, Bauchi",bauchi_misau, Bauchi,11.31631261,10.47201839,False,2
Jange Maternity,"Sara, Bauchi",bauchi_toro, Bauchi,10.4376608133316,9.27488029003143,False,3
Gova Primary Health Post,"Udeni-Magaji, Nassarawa",fct_kuje, Nassarawa,8.43525230884552,7.17471063137054,False,2
Phc Kwaku,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.68374288082123,7.15507686138153,True,3
GODâS WILL MATERNITY,"Tokura Road, Etsako West, Edo",edo_etsako_west, Edo,7.06311179,6.26217946,False,2
SABARU BASIC HEALTH CLINIC,"Kunya-Baba, Jigawa",jigawa_kazaure, Jigawa,12.6931196451187,8.45684409141541,False,2
Gudunkarya Primary Health Care,"Udeni-Magaji, Nassarawa",fct_kuje, Nassarawa,8.49546790122986,7.34346985816956,True,2
Kunshama A health facility,"Wudil, Kano",kano_kura, Kano,11.7548011,8.60241654,False,3
PHC OTI AJIYAJI,"Omala, Kogi",kogi_omala, Kogi,7.71651685237885,7.66946017742157,False,1
PHC Likoro,"Ungwam Rimi, Ambe-Sarki, Kaduna",kaduna_kudan, Kaduna,11.2041932344437,7.79544353485107,False,4
"Health Clinic,Tasha","Dwaja, Gombe",gombe_nafada, Gombe,11.0621058940887,11.1455494165421,False,1
Junny Clinic and Maternity Home,"Sango Ota-Idi-Iroko Road, Ipokia, Ogun",ogun_ipokia, Ogun,6.67335175,2.76584098,True,3
PHC Taban Sani,"Ambe-Sarki, Kaduna",kaduna_kudan, Kaduna,11.2684267759323,7.78337895870209,True,3
Nassarawa Health clinic,"Ambe-Sarki, Kaduna",kaduna_kudan, Kaduna,11.333926320076,7.75763511657715,False,2
Rahama nursing home and maternity,"Rogo-Hunkuyi Road, Ambe-Sarki, Kaduna",kaduna_kudan, Kaduna,11.3073831796646,7.73579657077789,False,4
Health Clinic Kada Kada,"Ambe-Sarki, Kaduna",kaduna_kudan, Kaduna,11.2281614542007,7.77875483036041,False,4
Korama Nursing and maternity kudan,"Rogo-Hunkuyi Road, Ambe-Sarki, Kaduna",kaduna_kudan, Kaduna,11.3096952438354,7.73368835449219,False,1
Dankala health care,"Ambe-Sarki, Kaduna",kaduna_kudan, Kaduna,11.2852066755295,7.80914425849915,False,3
Mazara health clinic,"Ambe-Sarki, Kaduna",kaduna_kudan, Kaduna,11.331415772438,7.78419435024261,False,1
A,"Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,10.9610402584076,8.38197827339172,False,1
 C Maude health clinc,"A236, Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,10.6914889812469,8.13833177089691,False,1
Health clinic Danhauya,"Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,10.8870488405228,8.39357614517212,False,2
Bultuwa Health Post,"Kunya-Baba, Jigawa",jigawa_kuagama, Jigawa,12.6926743984222,9.80372071266174,False,4
Yalo Dispemsary,"Kunya-Baba, Jigawa",jigawa_kuagama, Jigawa,12.3448884487152,9.63254749774933,False,1
Kinyo  Clinic,"Akure-Owo-Ifon-Benin Road, Akure North, Ondo",ondo_akure_north, Ondo,7.26477921009064,5.36877393722534,True,2
Odiguetue Health Centre,"E122, Ovia North-East, Edo",edo_ovia_north_east, Edo,6.669816,5.7660039,True,4
WAI B MATERNITY,"Sara, Bauchi",bauchi_tafawa_balewa, Bauchi,9.75514590740204,9.55315411090851,False,1
HEALTH POST,"Kunya-Baba, Jigawa",jigawa_kuagama, Jigawa,12.5913780927658,9.82250154018402,True,2
Unguwar Jibrin Basic Health Centre,"Kunya-Baba, Jigawa",jigawa_kuagama, Jigawa,12.3760288953781,9.66069459915161,False,1
Mandera dispensary,"Sokoto-Jega Road, Dangari-Adua, Sokoto",sokoto_shagari, Sokoto,12.51910235,4.89740276,True,4
Aniyun Hospital Ltd,"Femi Aderibigbe, Lagos, Lagos",lagos_kosofe, Lagos,6.55426837,3.38966759,True,3
Awoki Memorial Clinic,"Ekeremor, Bayelsa",bayelsa_ekeremor, Bayelsa,5.05463263,5.78142788,False,1
Maternal and child care Mabai,"Sabua, Katsina",katsina_kankara, Katsina,11.85157225,7.33463115,False,3
"PHC, IKOT EYIENE","Mkpat-Enin, Akwa Ibom",akwa_ibom_mpkat_enin, Akwa Ibom,4.73528444766998,7.80061483383179,False,1
"J.I. L Conqueror‘s Maternity Home
","Ajani Kuti, Lagos, Lagos",lagos_kosofe, Lagos,6.55532398,3.3988925,True,1
Deko Dispensary,"Mallan-Kagwa, Taraba",taraba_zing, Taraba,8.78379464149475,11.7397230863571,False,4
Yomi Conv. & Maternity Clinic,"Olorunosebi Street, Lagos, Lagos",lagos_kosofe, Lagos,6.60463682,3.38723605,True,2
Vision Capital Eye,"Fatai Animashaun, Lagos, Lagos",lagos_kosofe, Lagos,6.61754939,3.37269741,False,2
Addam Dispensary,"Sokoto-Jega Road, Dangari-Adua, Sokoto",sokoto_yabo, Sokoto,12.6759216666667,5.02004,False,3
Tokayo Medical Centre,"Olaleye, Lagos, Lagos",lagos_kosofe, Lagos,6.6016668,3.3862402,False,3
Saint Daniel‘s Hosp.,"Agberin Street, Lagos, Lagos",lagos_kosofe, Lagos,6.5551979,3.39695242,True,3
Outpost Ogede,"Gwer East, Benue",benue_obi, Benue,7.00082838535309,8.3814150094986,False,4
IORNENGE. HEALTH. CLINIC,"Kwande, Benue",benue_ushongo, Benue,6.94148657,9.36173237,False,4
Akure Clinic and Nursing Home,"Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,10.89848626,8.43155955,True,3
Ayo clinic,"Alapere Street, Lagos, Lagos",lagos_kosofe, Lagos,6.58826792,3.39843137,True,1
Molad memorial clinic,"Ganiyu Muriana Street, Lagos, Lagos",lagos_kosofe, Lagos,6.60091027,3.39577666,True,2
PHC ANKANI,"Udeni-Magaji, Nassarawa",nasarawa_obi, Nassarawa,8.50334823131561,8.42553734779358,False,3
Lade Hospital,"Olatunji Street, Lagos, Lagos",lagos_kosofe, Lagos,6.60144717,3.3861074,True,2
Gold Cross Clinic,"Church Street, Lagos, Lagos",lagos_kosofe, Lagos,6.58911377,3.40409316,False,3
Fineday Hospital Ojota,"Tade Street, Lagos, Lagos",lagos_kosofe, Lagos,6.59027517,3.38197458,True,4
Phc Alushi Erroh,"Udeni-Magaji, Nassarawa",nasarawa_nasarawa_eggon, Nassarawa,8.88008942,8.35339619,False,2
Magmed Medical Centre,"Kayode Taiwo Street, Lagos, Lagos",lagos_kosofe, Lagos,6.61907272,3.37555123,True,4
Phc ashigogo,"Udeni-Magaji, Nassarawa",nasarawa_lafia, Nassarawa,8.59073996543884,8.84659588336945,False,4
EREDO PHC,"L107, Epe, Lagos",lagos_epe, Lagos,6.64805155,3.9889868,True,4
Uhonmora phc,"Owan East, Edo",edo_owan_west, Edo,6.86455896,5.95336181,False,1
Health post Ogo Ikem,"Olamaboro, Kogi",kogi_olamaboro, Kogi,7.22071166666667,7.35837,False,3
Isale-Oyeku (Atapara) PHC,"Sabo Road, Ede North, Osun",osun_ede_north, Osun,7.74112044,4.43539666,False,3
Mc Donald Specialist Hospital,"Oki Balogun Street, Lagos, Lagos",lagos_kosofe, Lagos,6.6209562,3.37307568,True,4
OOstra-Gum Clinic and Merternity ushongo town,"A4, Ushongo, Benue",benue_ushongo, Benue,6.94296160996818,9.2614259560722,True,4
Primary Healt Centre Oko,"Orumba North, Anambra",anambra_orumba_north, Anambra,6.04936353,7.113359,True,1
Wuraola clinic,"Ajibike Street, Lagos, Lagos",lagos_kosofe, Lagos,6.59068248,3.39520996,True,4
St. Joseph Clinic,"Church Avenue, Lagos, Lagos",lagos_kosofe, Lagos,6.61126213,3.39053155,True,1
General Hospital Patigi,"Pategi-Gbudu Road, Pategi, Kwara",kwara_patigi, Kwara,8.7205696105957,5.75198650360107,True,3
HEALTH POST ASCENSION CHURCH ISHIAFOR,"Anambra East, Anambra",anambra_onitsha_north, Anambra,6.1380261182785,6.82102918624878,True,1
Community Health Clinic,"Bakko, Plateau",plateau_langtang_north, Plateau,9.02277584,9.86849177,False,3
Health Post,"Dobogi, Niger",niger_wushishi, Niger,9.64832425117493,5.88420867919922,False,2
Al-fiat Convalesent Clinic,"Ikorodu Road, Lagos, Lagos",lagos_kosofe, Lagos,6.60293432,3.38990761,True,4
Gbebu dispensary,"Lokoja, Kogi",kogi_lokoja, Kogi,8.58328849,6.19001574,False,3
Sububu health post dispensary,"Subudu-Filinga Junction Road, Kwiambana, Zamfara",zamfara_maradun, Zamfara,12.9874491691589,6.30558371543884,True,2
Al-afiat Health Centre,"Aina Road, Lagos, Lagos",lagos_kosofe, Lagos,6.62005563,3.39595752,True,4
Ajegunle Health Centre,"Ajegunle Road, Shagamu, Ogun",ogun_shagamu, Ogun,6.69276612,3.49483379,False,2
First Goshen clinic/Maternity,"Mutairu Street, Lagos, Lagos",lagos_kosofe, Lagos,6.61657403,3.37526055,True,1
Victoria Health Services,"Ire-Akari Close, Lagos, Lagos",lagos_kosofe, Lagos,6.62174791,3.39721168,False,4
Ewa Asako Community Health Centre,"Odukpani, Cross River",cross_river_odukpani, Cross River,5.07231278,8.24783088,False,4
Luli Maternity Home,"Agbolade Ogunniyi, Lagos, Lagos",lagos_kosofe, Lagos,6.54163187,3.40442016,True,4
Yombo Hospital,"Oluyombo Street, Lagos, Lagos",lagos_kosofe, Lagos,6.60290801,3.38222226,True,3
Godled Maternity Home,"Agbolade Ogunniyi, Lagos, Lagos",lagos_kosofe, Lagos,6.54130851,3.4042348,True,2
Marosen clinic,"Akinyemi, Lagos, Lagos",lagos_kosofe, Lagos,6.58154576,3.4008094,False,1
Munlin Maternity Home,"Ogudu Road, Lagos, Lagos",lagos_kosofe, Lagos,6.58908629,3.38021814,True,1
Ketu PHC,"Akintan Street, Lagos, Lagos",lagos_kosofe, Lagos,6.59464234,3.38987262,True,2
Jibola Hosp.,"Olatunji Street, Lagos, Lagos",lagos_kosofe, Lagos,6.58136706,3.37914435,True,4
Boye Convalescent clinic,"Kasumu Street, Lagos, Lagos",lagos_kosofe, Lagos,6.61375514,3.37389539,True,3
Shadua,"Olowora Road, Lagos, Lagos",lagos_kosofe, Lagos,6.63424419,3.37496709,True,3
John Stephen Hospital,"Jimoh Balogun Street, Lagos, Lagos",lagos_kosofe, Lagos,6.60587391,3.3781662,True,4
Umuagu phc,"Oboma Ngwa, Abia",abia_obi_ngwa, Abia,5.14747023582458,7.40314364433289,False,2
E.H.A Clinic,"Sylvia Crescent, Lagos, Lagos",lagos_kosofe, Lagos,6.55972866,3.3682583,True,4
CICA CLINIC,"Isuochi Street, Enugu, Enugu",enugu_enugu_south, Enugu,6.40823721885681,7.4988180398941,False,3
Zion Hospital,"Yisa Omotunde Street, Lagos, Lagos",lagos_kosofe, Lagos,6.59514422,3.39234881,False,2
Redeemed Christain Church Of God Maternity,"23rd Road, Lagos, Lagos",lagos_amuwo_odofin, Lagos,6.47087932,3.27405558,True,1
HEALT POST GARI UKU,"Kunya-Baba, Jigawa",jigawa_malam_madori, Jigawa,12.60980331,9.88583184,False,2
Lagos island maternity hospital,"Campbell Street, Lagos, Lagos",lagos_lagos_island, Lagos,6.44854288,3.39758223,True,1
General Hospital Sabon Birni,"Sabon Birni-Kurwa-Makuwana Road, Dangari-Adua, Sokoto",sokoto_sabon_birni, Sokoto,13.5612302,6.31596219,True,4
Queens Specialist Hospital,"CMD Road, Lagos, Lagos",lagos_kosofe, Lagos,6.61859325,3.36554506,True,1
UNITY HOSPITAL AND MATERNITY UMUAGWU,"Western Middle Tangent Arterial Highway, Owerri Municipal, Imo",imo_owerri_west, Imo,5.51008880138397,6.99510991573334,True,1
Titi Dispensary,"Tudun Wada Road, Dwaja, Gombe",gombe_kwami, Gombe,10.3541046380997,11.2252914905548,False,1
Rally Hospital,"Fadiya, Lagos, Lagos",lagos_kosofe, Lagos,6.59694917,3.38786208,False,2
Fineday hospital,"Demurin Road, Lagos, Lagos",lagos_kosofe, Lagos,6.59729915,3.39182559,True,4
Banbinton Hospital,"Ojomo Street, Lagos, Lagos",lagos_kosofe, Lagos,6.59965807,3.42324517,False,4
Dedication Clinic,"Ezeugboma Street, Oshimili South, Delta",delta_oshimili_south, Delta,6.19430422782898,6.73241972923279,True,3
Masaha Clinic,"Dobogi, Niger",niger_kontagora, Niger,10.2960187196732,5.47208189964294,False,1
Gella maternity,"Songeli, Adamawa",adamawa_mubi_south, Adamawa,10.15694896,13.30212464,True,2
NISSI,"Kontagora, Niger",niger_kontagora, Niger,10.399369597435,5.47771990299225,True,2
Unenurhie primary health center,"Iyede-Evwereni Road, Ughelli North, Delta",delta_ughelli_north, Delta,5.36951157,6.05894718,False,3
Ubandom PHCC,"Kontagora, Niger",niger_kontagora, Niger,10.4086232185364,5.4759818315506,False,1
PHC Iorza,"T601, Mallan-Kagwa, Taraba",benue_logo, Taraba,7.84362137317657,9.33909773826599,False,4
Lafiya,"Kontagora, Niger",niger_kontagora, Niger,10.4053348302841,5.48314332962036,True,1
Munachi Maternity Home Umofiagu,"Igbo-Etiti, Enugu",enugu_igbo_etiti, Enugu,6.65989733,7.41307161,True,2
Healthman Medical Centre and Maternity Home,"O635, Obafemi-Owode, Ogun",ogun_obafemi_owode, Ogun,6.83924414,3.4414162,True,4
Idim Ndom Health Post,"Odukpani, Cross River",cross_river_odukpani, Cross River,5.26812136173248,8.05704474449158,False,4
General Hospital,"A 125, Dobogi, Niger",niger_kontagora, Niger,10.3992193937302,5.44841408729553,True,1
Masuga PHCC,"Dobogi, Niger",niger_kontagora, Niger,10.47088201,5.47968001,False,3
CHUKUNONYE MATERNITY HOME,"Port Harcourt-Aba Road, Oyigbo, Rivers",rivers_oyigbo, Rivers,4.87610231,7.14250158,True,4
Primary Health Clinic,"Ambe-Sarki, Kaduna",kaduna_lere, Kaduna,10.41386,8.74847166666667,True,4
Ariemughare Medical Foundation Orerokpe Annex,"Hospital Road, Okpe, Delta",delta_okpe, Delta,5.63384131,5.89149201,True,3
PHC Bugal,"Bakko, Plateau",plateau_mangu, Plateau,9.556525,9.076315,False,2
Bisi Dental Clinic,"Isolo Road, Lagos, Lagos",lagos_mushin, Lagos,6.53076672,3.34321812,False,1
PRIMARY HEALTH CARE CLINIC SENCHI.,"Dobogi, Niger",kebbi_zuru, Niger,11.31717021,5.22790103,False,1
IlaseDispensary,"Obokun, Osun",osun_obokun, Osun,7.74713695049286,4.70678865909576,False,4
MDGs Rijiyan Daji PHCC,"Tegina-Kotangora Road, Dobogi, Niger",niger_kontagora, Niger,10.35233803,5.60706521,False,4
p h c tunganwawa,"Pizhi-Kagara-Kotangora Road, Dobogi, Niger",niger_kontagora, Niger,10.3336018323898,5.40178120136261,False,1
amankalu health center ugwu,"Ezza South, Ebonyi",ebonyi_onicha, Ebonyi,6.12943768501282,7.90812313556671,False,4
"Oke Osun Comnunity Health Centre, Oke Ila Orangun","Ijero, Ekiti",osun_ifedayo, Ekiti,7.94385021,4.9997499,True,1
‘O‘ King,"Oniyanrin Street, Lagos, Lagos",lagos_kosofe, Lagos,6.60957681,3.39750848,False,2
Asibitin dori,"Pizhi-Kagara-Kotangora Road, Dobogi, Niger",niger_kontagora, Niger,10.2847158908844,5.38881540298462,False,3
Yanaba health post,"Wudil, Kano",kano_garun_mallam, Kano,11.6640256997198,8.38238555006683,False,2
Sauki Health Clinic Korinya,"Konshisha, Benue",benue_konshisha, Benue,6.91110543,8.92690623,True,4
St Joseph Maternity Health Centre Korinya,"Konshisha, Benue",benue_konshisha, Benue,6.91825062,8.9246784,False,3
Tsuwe phc,"Konshisha, Benue",benue_konshisha, Benue,7.20869273,8.61904549,False,3
Myom health Clinic and maternity,"Vandeikya, Benue",benue_konshisha, Benue,6.95419597,8.95820973,False,1
COMM HEALTH CLINIC SEV,"Tse Agberagba-Zembel Road, Konshisha, Benue",benue_konshisha, Benue,6.9593119,8.77567653,False,1
Community Health Post Matseri,"Tegina-Kotangora Road, Dobogi, Niger",niger_rafi, Niger,10.1189216666667,6.10603166666667,False,3
TSIRMA PHC,"Kunya-Baba, Jigawa",jigawa_kiyawa, Jigawa,11.87072231,9.53813863,False,3
Primary health clinic Gidan buba,"Udeni-Magaji, Nassarawa",nasarawa_lafia, Nassarawa,8.67866681,8.76540893,False,1
Primary Health Care Igbughul,"Konshisha, Benue",benue_konshisha, Benue,6.94268551,8.85549862,False,1
Pri. Health centre Elekahia,"Elder Owhor Avenue, Obio/Akpor, Rivers",rivers_port_harcourt, Rivers,4.81408279,7.01941003,True,4
"Primary Health Centre, korinya","Konshisha, Benue",benue_konshisha, Benue,6.9124206,8.91795343,True,1
H/C Kusoyachaain Bana,"A 124, Dobogi, Niger",niger_lavun, Niger,9.07623052597046,6.07789099216461,False,3
"Primary Health Care Center, Gungul","Konshisha, Benue",benue_konshisha, Benue,7.12377718,8.58229546,False,3
PHC jouvkundan,"Konshisha, Benue",benue_konshisha, Benue,7.29936917,8.59604262,False,4
MICHKOBEN CLINIC TYOGBENDA MBAIKYU GAAV,"Zembel-Zuwel-Utse Road, Konshisha, Benue",benue_konshisha, Benue,7.02094611,8.79375406,False,3
Doose Clinic Kornya,"Konshisha, Benue",benue_konshisha, Benue,6.91200142,8.91979102,False,4
Agidi Health Center,"Konshisha, Benue",benue_konshisha, Benue,7.20126105,8.53493289,False,1
SHISHI CLINIC AGERAGBA,"Konshisha, Benue",benue_konshisha, Benue,7.0810859,8.66593453,False,4
Ndinwangba Health Post,"Izzi, Ebonyi",ebonyi_izzi, Ebonyi,6.63467466831207,8.25622022151947,False,3
Agboro Church Health Centre,"Egbado/Yewa North, Ogun",ogun_yewa_north, Ogun,7.3052853,2.9634835,False,2
Primary Health Centre,"Yenegoa, Bayelsa",bayelsa_yenagoa, Bayelsa,5.15500517,6.46077163,False,2
Olabisi Onabanjo University Teaching Hospital,"Sogade Avenue, Shagamu, Ogun",ogun_shagamu, Ogun,6.84956475,3.65411733,True,2
PHC Mbaashan,"Zembel-Zuwel-Utse Road, Ushongo, Benue",benue_konshisha, Benue,7.09605446,8.8111732,False,2
Adeola Clinic,"Abogunde Abiodun Ayandipo Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.14549471,4.24829905,True,4
Primary Health Care Center,"Konshisha, Benue",benue_konshisha, Benue,7.0080709,8.61177404,False,3
Blukonu Health Centre,"Obanliku, Cross River",cross_river_obanliku, Cross River,6.61846876144409,9.31363821029663,False,4
